entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/EUPATH_0015076,Sunken eyes,,f4a cur sunkeyes; F4A CUR SUNKEYES,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015077,Wrinkled skin,,f4a cur skin; F4A CUR SKIN,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015078,Irritable or restless,,f4a cur restless; F4A CUR RESTLESS,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015079,Lethargy or loss of consciousness,,f4a cur lethrgy; F4A CUR LETHRGY,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015080,Dry mouth,,f4a cur drymouth; F4A CUR DRYMOUTH,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015081,Fast breathing,,f4a cur fastbreath; F4A CUR FASTBREATH,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351
http://purl.obolibrary.org/obo/EUPATH_0015082,ORALITE or ORS,,f4a hometrt ors; F4A HOMETRT ORS,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015083,Homemade fluid,,f4a hometrt maize; F4A HOMETRT MAIZE,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015084,Special milk or infant formula,,f4a hometrt milk; F4A HOMETRT MILK,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015085,Home remedy or herbal medication,,f4a hometrt herb; F4A HOMETRT HERB,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015086,Zinc,,f4a hometrt zinc; F4A HOMETRT ZINC,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015087,No special remedies given,,f4a hometrt none; F4A HOMETRT NONE,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015088,Any other liquids,,f4a hometrt othrliq; F4A HOMETRT OTHRLIQ,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015089,Antibiotics,,f4a hometrt ab; F4A HOMETRT AB,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015090,Other treatment,,f4a hometrt othr1; f4a hometrt othr2; F4A HOMETRT OTHR2; F4A HOMETRT OTHR1,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378
http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,,f4a seek outside; f7 seekcare; F7 SEEKCARE; F4A SEEK OUTSIDE,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015093,Pharmacy,,seek pharmacy; f4a seek pharm; f7 seek pharm; F7 SEEK PHARM; F4A SEEK PHARM,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015094,Friend or relative,,seek friend; f4a seek friend; f7 seek friend; F7 SEEK FRIEND; F4A SEEK FRIEND,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015095,Traditional healer,,seek healer; f4a seek healer; f7 seek healer; F4A SEEK HEALER; F7 SEEK HEALER,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015096,Unlicensed practitioner,,seek unlicdoc; f7 seek doc; f4a seek doc; F7 SEEK DOC; F4A SEEK DOC,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015097,Licensed practitioner,,seek licdoc; f7 seek privdoc; f4a seek privdoc; F4A SEEK PRIVDOC; F7 SEEK PRIVDOC,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015098,Bought a remedy or drug,,seek remedy; f4a seek remdy; f7 seek remdy; F4A SEEK REMDY; F7 SEEK REMDY,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380
http://purl.obolibrary.org/obo/EUPATH_0015099,Cutting down expenses from meals,,mony meal; F4A MONEY MEAL,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015100,Cutting down from other expenses,,mony othexp; F4A MONEY OTHEXP,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015101,Using savings,,mony svngs; F4A MONEY SVNGS,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015102,Borrowing,,mony borrow; F4A MONEY BORROW,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015103,Selling assets,,mony asset; F4A MONEY ASSET,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,,mony donat; F4A MONEY DONAT,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015105,Paid by relative or friend,,mony relative; F4A MONEY RELATIVE,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015106,Other money source,,mony othr; F4A MONEY OTHR,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379
http://purl.obolibrary.org/obo/EUPATH_0015107,Cutting down expenses from meals,,F4A SPENT MEAL,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015108,Cutting down from other expenses,,F4A SPENT OTHEXP,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015109,Using savings,,F4A SPENT SVNGS,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015110,Borrowing,,F4A SPENT BORROW,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015111,Selling assets,,F4A SPENT ASSET,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,,F4A SPENT DONAT,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015113,Paid by relative or friend,,F4A SPENT RELATIVE,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015114,Other money source,,F4A SPENT OTHR,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011
http://purl.obolibrary.org/obo/EUPATH_0015115,Chest indrawing,Physical findings at enrollment,f4b chest indrw; F4B CHEST INDRW,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015116,Rectal prolapse,Rectal prolapse measured at enrollment and 60 day follow-up,f5 rectal; f4b rectal; F4B RECTAL; F5 RECTAL,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015117,Bipedal edema,Bipedal edema measured at enrollment and 60 day follow-up,f5 bipedal; f7 bipedal; f4b bipedal; F4B BIPEDAL; F7 BIPEDAL; F5 BIPEDAL,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015118,Abnormal hair,Abnormal hair measured at enrollment and 60 day follow-up,f7 abn hair; f5 abn hair; f4b abn hair; F7 ABN HAIR; F4B ABN HAIR; F5 ABN HAIR,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015119,Undernutrition,"Undernutrition: wasted/very thin, measured at enrollment and 60 day follow-up",f4b under nutr; f5 under nutr; f7 under nutr; F5 UNDER NUTR; F7 UNDER NUTR; F4B UNDER NUTR,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015120,Skin has 'flaky paint' appearance,"Skin has 'flaky paint' appearance, measured at enrollment and 60 day follow-up",f5 skin flaky; f4b skin flaky; f7 skin flaky; F5 SKIN FLAKY; F4B SKIN FLAKY; F7 SKIN FLAKY,Signs and symptoms; Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309
http://purl.obolibrary.org/obo/EUPATH_0015121,Weight-for-age z-score below -6 or above 5,,F4B REHYD WAZ F; F4B FIND WAZ F; F5 WAZ F; F4B OUT WAZ F; F7 WAZ F; F4B Last WAZ F; F4B WAZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015122,Height-for-age z-score below -6 or above 6,,F7 HAZ F; F5 HAZ F; F4B HAZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015123,Weight-for-length or -height z-score below -5 or above 5,,F5 WHZ F; F4B WHZ F; F4B OUT WHZ F; F4B Last WHZ F; F4B FIND WHZ F; F7 WHZ F; F4B REHYD WHZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015124,"Height-for-age z-score below -6 or above 6, using median length or height",,F5 MED HAZ F; F4B MED HAZ F; F7 MED HAZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015125,"Weight-for-length or -height z-score below -5 or above 5, using median length or height",,F4B Last med WHZ F; F4B FIND MED WHZ F; F7 MED WHZ F; F5 MED WHZ F; F4B OUT MED WHZ F; F4B REHYD MED WHZ F; F4B MED WHZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015126,MUAC-for-age z-score below -5 or above 5,,F4B FIND MUAC AGEZ F; F4B REHYD MUAC AGEZ F; F5 MUAC AGEZ F; F4B OUT MUAC AGEZ F; F7 MUAC AGEZ F; F4B MUAC AGEZ F; F4B LAST MUAC AGEZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015127,"MUAC-for-age z-score below -5 or above 5, using median MUAC",,F7 MED MUAC AGEZ F; F4B FIND MED MUAC AGEZ F; F4B REHYD MED MUAC AGEZ F; F4B OUT MED MUAC AGEZ F; F5 MED MUAC AGEZ F; F4B LAST MED MUAC AGEZ F; F4B MED MUAC AGEZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015128,BMI-for-age z-score below -5 or above 5,,F4B OUT BMIZ F; F4B FIND BMIZ F; F4B BMIZ F; F5 BMIZ F; F7 BMIZ F; F4B REHYD BMIZ F; F4B Last BMIZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015129,"BMI-for-age z-score below -5 or above 5, using median length or height",,F4B FIND MED BMIZ F; F7 MED BMIZ F; F4B REHYD MED BMIZ F; F4B Last med BMIZ F; F4B OUT MED BMIZ F; F4B MED BMIZ F; F5 MED BMIZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383
http://purl.obolibrary.org/obo/EUPATH_0015130,Diarrhea,,cdcdiara; f4b outcome drh; F4B OUTCOME DRH,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015131,Dysentery,,f4b outcome dys; F4B OUTCOME DYS,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015132,Pneumonia or lower respiratory infection,,f4b outcome pneu; F4B OUTCOME PNEU,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015133,Meningitis,,meningitis eos chk; cdcmenia; f4b outcome mngts; F4B OUTCOME MNGTS,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015134,Other invasive bacterial infection,,f4b outcome bact; F4B OUTCOME BACT,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015135,Malaria,,cdcmalaa; f4b outcome mala; F4B OUTCOME MALA,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015136,Malnutrition,,f4b outcome mlnt; F4B OUTCOME MLNT,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015137,Typhoid,,typhoid eos chk; f4b outcome typhoid; F4B OUTCOME TYPHOID,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015138,Other diagnosis,,other1 eos chk; cdcothaa; f4b outcome othr; F4B OUTCOME OTHR,Diagnosis at discharge,http://purl.obolibrary.org/obo/EUPATH_0000321
http://purl.obolibrary.org/obo/EUPATH_0015139,ORS,,hosptrt ors; f4b trt give ors; F4B TRT GIVE ORS,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015140,Intravenous fluids,,hosptrt intfld; f4b trt give iv; F4B TRT GIVE IV,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015141,Cotrimoxazole,,f4b trt give cxl; F4B TRT GIVE CXL,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015142,Normal food withheld,,F4B TRT GIVE FOOD,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015143,Gentamycin,,f4b trt give gent; F4B TRT GIVE GENT,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015144,Chloramphenicol,,f4b trt give chlor; F4B TRT GIVE CHLOR,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015145,Erythromycin,,f4b trt give ery; F4B TRT GIVE ERY,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015146,Azithromycin,,f4b trt give azi; F4B TRT GIVE AZI,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015147,Other macrolides,,f4b trt give macr; F4B TRT GIVE MACR,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015148,Penicillin,,f4b trt give pen; F4B TRT GIVE PEN,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015149,Amoxycillin,,f4b trt give amox; F4B TRT GIVE AMOX,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015150,Ampicillin,,f4b trt give ampi; F4B TRT GIVE AMPI,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015151,Nalidixic acid,,f4b trt give nalid; F4B TRT GIVE NALID,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015152,Ciprofloxacin,,f4b trt give cpnr; F4B TRT GIVE CPNR,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015153,Selexid,,f4b trt give slpy; F4B TRT GIVE SLPY,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015154,Other antibiotic,,f4b trt give othr; F4B TRT GIVE OTHR,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015155,Zinc,,hosptrt zinc; f4b trt give zinc; F4B TRT GIVE ZINC,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015156,Homemade fluid,,f4b trt give home; F4B TRT GIVE HOME,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015157,Antimalarial,,f4b trt give anti; F4B TRT GIVE ANTI,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015158,Other medicine,,f4b trt give othr3; f4b trt give othr2; f4b trt give othr1; F4B TRT GIVE OTHR3; F4B TRT GIVE OTHR1; F4B TRT GIVE OTHR2,Diarrhea treatment given in health center,http://purl.obolibrary.org/obo/EUPATH_0010390
http://purl.obolibrary.org/obo/EUPATH_0015161,ORS,,f4b trt pres ors; F4B TRT PRES ORS,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015162,Intravenous fluids,,f4b trt pres iv; F4B TRT PRES IV,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015163,Cotrimoxazole,,f4b trt pres cxl; F4B TRT PRES CXL,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015164,Normal food withheld,,F4B TRT PRES FOOD,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015165,Gentamycin,,f4b trt pres gent; F4B TRT PRES GENT,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015166,Chloramphenicol,,f4b trt pres chlor; F4B TRT PRES CHLOR,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015167,Erythromycin,,f4b trt pres ery; F4B TRT PRES ERY,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015168,Azithromycin,,f4b trt pres azi; F4B TRT PRES AZI,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015169,Other macrolides,,f4b trt pres macr; F4B TRT PRES MACR,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015170,Penicillin,,f4b trt pres pen; F4B TRT PRES PEN,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015171,Amoxycillin,,f4b trt pres amox; F4B TRT PRES AMOX,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015172,Ampicillin,,f4b trt pres ampi; F4B TRT PRES AMPI,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015173,Nalidixic acid,,f4b trt pres nalid; F4B TRT PRES NALID,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015174,Ciprofloxacin,,f4b trt pres cpnr; F4B TRT PRES CPNR,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015175,Selexid,,f4b trt pres slpy; F4B TRT PRES SLPY,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015176,Other antibiotic,,f4b trt pres othr; F4B TRT PRES OTHR,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015177,Zinc,,f4b trt pres zinc; F4B TRT PRES ZINC,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015178,Homemade fluid,,f4b trt pres home; F4B TRT PRES HOME,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015179,Antimalarial,,f4b trt pres anti; F4B TRT PRES ANTI,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015180,Other medicine,,f4b trt pres othr1; f4b trt pres othr3; f4b trt pres othr2; F4B TRT PRES OTHR1; F4B TRT PRES OTHR3; F4B TRT PRES OTHR2,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015183,None prescribed or taken,,f4b trt none; F4B TRT NONE,Diarrhea treatment by prescription at home,http://purl.obolibrary.org/obo/EUPATH_0010391
http://purl.obolibrary.org/obo/EUPATH_0015184,Blood in stools during last 7 days,,f7 blood; F7 BLOOD,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356
http://purl.obolibrary.org/obo/EUPATH_0015185,Fever during last 7 days,,icemr1 brazil observation 05jul18z st::febr7d; f7 fever; F7 FEVER,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356
http://purl.obolibrary.org/obo/EUPATH_0015186,Vomiting 3 or more times per day,,f7 vomit; F7 VOMIT,Symptoms in the last 7 days,http://purl.obolibrary.org/obo/EUPATH_0010356
http://purl.obolibrary.org/obo/EUPATH_0015187,ORS,,f7 med ors; F7 MED ORS,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015188,Intravenous fluids,,f7 med iv; F7 MED IV,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015189,Cotrimoxazole,,f7 med cotr; F7 MED COTR,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015190,Normal food withheld,,F7 MED NOFOOD,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015191,Gentamycin,,f7 med gent; F7 MED GENT,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015192,Chloramphenicol,,f7 med chlor; F7 MED CHLOR,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015193,Erythromycin,,f7 med eryth; F7 MED ERYTH,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015194,Azithromycin,,f7 med azith; F7 MED AZITH,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015195,Other macrolides,,f7 med omacr; F7 MED OMACR,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015196,Penicillin,,f7 med peni; F7 MED PENI,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015197,Amoxycillin,,f7 med amoxy; F7 MED AMOXY,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015198,Ampicillin,,f7 med ampi; F7 MED AMPI,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015199,Nalidixic acid,,f7 med nalid; F7 MED NALID,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015200,Ciprofloxacin,,f7 med cipro; F7 MED CIPRO,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015201,Selexid,,f7 med sele; F7 MED SELE,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015202,Other antibiotic,,f7 med otherant; F7 MED OTHERANT,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015203,Zinc,,f7 med zinc; F7 MED ZINC,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015204,Homemade fluid,,f7 med govfluid; F7 MED GOVFLUID,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015205,Antimalarial,,f7 med antimal; F7 MED ANTIMAL,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015206,Other medicine,,f7 med other3; f7 med other2; f7 med other1; F7 MED OTHER3; F7 MED OTHER2; F7 MED OTHER1,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015209,Not currently receiving medication,,f7 med none; F7 MED NONE,Control participant medication at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010389
http://purl.obolibrary.org/obo/EUPATH_0015217,Blood in stool; Stool blood present,"Whether the stool sample was bloody. Note: for most analyses, use 'Blood in stool, caregiver report.' First monthly asymptomatic stool samples were collected every month from 0-24 months of age, with a possible extension to 36 months of age. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Diarrheal stool samples were collected until 36 months of age.; Assessed once per diarrheal episode.","micro x::srfstblood; ext bv dsmicr st::bld; f11 blood; F11 BLOOD; srfstblood, SRFSTBLOOD",Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0010038
http://purl.obolibrary.org/obo/EUPATH_0015218,Stool pus present,,f11 pus; F11 PUS,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0010038
http://purl.obolibrary.org/obo/EUPATH_0015220,Ampicillin,,f11 anti ampi; F11 ANTI AMPI,Antibiotic administered before stool collection,http://purl.obolibrary.org/obo/EUPATH_0010040
