IRI,label,variable,codebookDescription,codebookValues
http://purl.obolibrary.org/obo/EUPATH_0010318,Completely rehydrated in hospital,F4B_REHYD_HOSP,Outcome if addl Rehyd Need: Was the child completely rehydrated in the hospital?,0
http://purl.obolibrary.org/obo/EUPATH_0010086,"MUAC (cm), 3rd",F4B_REHYD_MUAC_3 | F7_MUAC3 | F4B_FIND_MUAC_3 | F4B_MUAC3 | F5_MUAC3 | F4B_OUT_MUAC_3,4 hrs after. MUAC 3rd | Outcome when Leaving. MUAC 3rd | Physical findings: 1c. MUAC 3rd | Outcome if addl Rehyd Need. MUAC 3rd,Num
http://purl.obolibrary.org/obo/EUPATH_0010320,Rehydration time,F4B_REHYD_TIME,Outcome if addl Rehyd Need: Time or rehydration,Time
http://purl.obolibrary.org/obo/EUPATH_0000733,Weight-for-age z-score,F4B_REHYD_WAZ | F4B_WAZ | F4B_OUT_WAZ | F4B_Last_WAZ | F7_WAZ | F4B_FIND_WAZ | F5_WAZ,Outcome when Leaving Hosp/Health Center: Weight for Age Z-score | Physical findings: Weight for Age | Outcome if addl Rehyd Need: After Rehyd Weight for Age Z-score | Last Weight for Age Z-Score | Outcome 4hrs After Rehyd: Weight-for-age z-score,Num
http://purl.obolibrary.org/obo/EUPATH_0015121,Weight-for-age z-score below -6 or above 5,F4B_REHYD_WAZ_F | F4B_FIND_WAZ_F | F5_WAZ_F | F4B_OUT_WAZ_F | F7_WAZ_F | F4B_Last_WAZ_F | F4B_WAZ_F,Physical findings: Flag for _ZWAZ<-6 or _ZWAZ>5 | Outcome when Leaving Hosp/Health Center: Flag for _WAZ<-6 or _ZWAZ>5 | Last Flag ZLEN<-6 or ZLEN >6 | Outcome if addl Rehyd Need: After Rehyd Flag for _WAZ<-6 or _ZWAZ>5 | Outcome 4hrs After Rehyd: Flag for _ZWEI<-6 or _ZWEI>5,0
http://purl.obolibrary.org/obo/EUPATH_0000734,Weight-for-length or -height z-score,F4B_REHYD_WHZ | F4B_FIND_WHZ | F4B_WHZ | F4B_Last_WHZ | F4B_OUT_WHZ | F5_WHZ | F7_WHZ,Physical findings: Weight-for-length/height z-score | Outcome if addl Rehyd Need: After Rehyd Weight for Height Z-score | Outcome when Leaving Hosp/Health Center: After Rehyd Weight for Height Z-score | Last Weight for Height Z-Score | Outcome 4hrs After Rehyd: Weight-for-length/height z-score,Num
http://purl.obolibrary.org/obo/EUPATH_0010098,Mean respiratory rate (breaths/min),F4B_RESP | F7_RESP | F5_RESP,Physical findings:  Calculated resp rate,Num
http://purl.obolibrary.org/obo/EUPATH_0010293,Skin pinch,F4B_SKIN_PINCH | F4B_SKIN,Outcome 4hrs After Rehyd: Skin pinch | Physical findings: Skin pinch,0
http://purl.obolibrary.org/obo/EUPATH_0010095,Axillary temperature (C),F4B_TEMP | F5_TEMP | F7_TEMP,Physical findings: 1d. Axillary temperature,Num
http://purl.obolibrary.org/obo/EUPATH_0015149,Amoxycillin,F4B_TRT_GIVE_AMOX,Treatment given in health center: Amoxicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015150,Ampicillin,F4B_TRT_GIVE_AMPI,Treatment given in health center: Ampicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015157,Antimalarial,F4B_TRT_GIVE_ANTI,Treatment given in health center: An antimalarial drug,0
http://purl.obolibrary.org/obo/EUPATH_0015146,Azithromycin,F4B_TRT_GIVE_AZI,Treatment given in health center: Azyithromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015144,Chloramphenicol,F4B_TRT_GIVE_CHLOR,Treatment given in health center: Chloramphenoicol/Thiamphenicol,0
http://purl.obolibrary.org/obo/EUPATH_0015152,Ciprofloxacin,F4B_TRT_GIVE_CPNR,Treatment given in health center: Ciprofloxacin/Norfloxacin/other fluoroquinolone,0
http://purl.obolibrary.org/obo/EUPATH_0015141,Cotrimoxazole,F4B_TRT_GIVE_CXL,Treatment given in health center: Cotrimoxazole,0
http://purl.obolibrary.org/obo/EUPATH_0015145,Erythromycin,F4B_TRT_GIVE_ERY,Treatment given in health center: Erythromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015142,Normal food withheld,F4B_TRT_GIVE_FOOD,Treatment given in health center: Normal food withheld for >=1 day,0
http://purl.obolibrary.org/obo/EUPATH_0015143,Gentamycin,F4B_TRT_GIVE_GENT,Treatment given in health center: Gentamycin,0
http://purl.obolibrary.org/obo/EUPATH_0015156,Homemade fluid,F4B_TRT_GIVE_HOME,Treatment given in health center: A (government recommended) homemade fluid,0
http://purl.obolibrary.org/obo/EUPATH_0015140,Intravenous fluids,F4B_TRT_GIVE_IV,Treatment given in health center: Intravenous fluids,0
http://purl.obolibrary.org/obo/EUPATH_0015147,Other macrolides,F4B_TRT_GIVE_MACR,Treatment given in health center: Other macrolides,0
http://purl.obolibrary.org/obo/EUPATH_0015151,Nalidixic acid,F4B_TRT_GIVE_NALID,Treatment given in health center: Nalidixic acid,0
http://purl.obolibrary.org/obo/EUPATH_0015139,ORS,F4B_TRT_GIVE_ORS,Treatment given in health center: ORS,0
http://purl.obolibrary.org/obo/EUPATH_0015154,Other antibiotic,F4B_TRT_GIVE_OTHR,Treatment given in health center: Other antibiotic,0
http://purl.obolibrary.org/obo/EUPATH_0015158,Other medicine,F4B_TRT_GIVE_OTHR3 | F4B_TRT_GIVE_OTHR1 | F4B_TRT_GIVE_OTHR2,Treatment given in health center: Other medicine,0
http://purl.obolibrary.org/obo/EUPATH_0015148,Penicillin,F4B_TRT_GIVE_PEN,Treatment given in health center: Penicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015153,Selexid,F4B_TRT_GIVE_SLPY,Treatment given in health center: Selexid/Pivmecillinam,0
http://purl.obolibrary.org/obo/EUPATH_0015155,Zinc,F4B_TRT_GIVE_ZINC,Treatment given in health center: Zinc,0
http://purl.obolibrary.org/obo/EUPATH_0015183,None prescribed or taken,F4B_TRT_NONE,None prescribed/taken,0
http://purl.obolibrary.org/obo/EUPATH_0015171,Amoxycillin,F4B_TRT_PRES_AMOX,Given prescription for treatment at home: Amoxicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015172,Ampicillin,F4B_TRT_PRES_AMPI,Given prescription for treatment at home: Ampicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015179,Antimalarial,F4B_TRT_PRES_ANTI,Given prescription for treatment at home: An antimalarial drug,0
http://purl.obolibrary.org/obo/EUPATH_0015168,Azithromycin,F4B_TRT_PRES_AZI,Given prescription for treatment at home: Azithromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015166,Chloramphenicol,F4B_TRT_PRES_CHLOR,Given prescription for treatment at home: Chloramphenoicol/Thiamphenicol,0
http://purl.obolibrary.org/obo/EUPATH_0015174,Ciprofloxacin,F4B_TRT_PRES_CPNR,Given prescription for treatment at home: Ciprofloxacin/Norfloxacin/other fluoroquinolone,0
http://purl.obolibrary.org/obo/EUPATH_0015163,Cotrimoxazole,F4B_TRT_PRES_CXL,Given prescription for treatment at home: Cotrimoxazole,0
http://purl.obolibrary.org/obo/EUPATH_0015167,Erythromycin,F4B_TRT_PRES_ERY,Given prescription for treatment at home: Erythromycin,0
http://purl.obolibrary.org/obo/EUPATH_0015164,Normal food withheld,F4B_TRT_PRES_FOOD,Given prescription for treatment at home: Normal food withheld for >=1 day,0
http://purl.obolibrary.org/obo/EUPATH_0015165,Gentamycin,F4B_TRT_PRES_GENT,Given prescription for treatment at home: Gentamycin,0
http://purl.obolibrary.org/obo/EUPATH_0015178,Homemade fluid,F4B_TRT_PRES_HOME,Given prescription for treatment at home: A (government recommended) homemade fluid,0
http://purl.obolibrary.org/obo/EUPATH_0015162,Intravenous fluids,F4B_TRT_PRES_IV,Given prescription for treatment at home: Intravenous fluids,0
http://purl.obolibrary.org/obo/EUPATH_0015169,Other macrolides,F4B_TRT_PRES_MACR,Given prescription for treatment at home: Other macrolides,0
http://purl.obolibrary.org/obo/EUPATH_0015173,Nalidixic acid,F4B_TRT_PRES_NALID,Given prescription for treatment at home: Nalidixic acid,0
http://purl.obolibrary.org/obo/EUPATH_0015161,ORS,F4B_TRT_PRES_ORS,Given prescription for treatment at home: ORS,0
http://purl.obolibrary.org/obo/EUPATH_0015176,Other antibiotic,F4B_TRT_PRES_OTHR,Given prescription for treatment at home: Other antibiotic,0
http://purl.obolibrary.org/obo/EUPATH_0015180,Other medicine,F4B_TRT_PRES_OTHR1 | F4B_TRT_PRES_OTHR3 | F4B_TRT_PRES_OTHR2,Given prescription for treatment at home: Other medicine,0
http://purl.obolibrary.org/obo/EUPATH_0015170,Penicillin,F4B_TRT_PRES_PEN,Given prescription for treatment at home: Penicillin,0
http://purl.obolibrary.org/obo/EUPATH_0015175,Selexid,F4B_TRT_PRES_SLPY,Given prescription for treatment at home: Selexid/Pivmecillinam,0
http://purl.obolibrary.org/obo/EUPATH_0015177,Zinc,F4B_TRT_PRES_ZINC,Given prescription for treatment at home: Zinc,0
http://purl.obolibrary.org/obo/EUPATH_0010316,Stool volume (mL),F4B_VOLUME,"Outcome 4hrs After Rehyd: If continued to purge large volumes of watery stool, what was the volume?",Num
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),F5_AGE | F2_AGE,Age,Num
http://purl.obolibrary.org/obo/EUPATH_0000661,BMI (kg/m2),F5_BMI | F4B_BMI | F4B_OUT_BMI | F7_BMI | F4B_FIND_BMI | F4B_Last_BMI | F4B_REHYD_BMI,Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Outcome if addl Rehyd Need: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI) | Physical findings: Calculated BMI=weight / squared(_CLENHEI) | Last calculated BMI,Num
http://purl.obolibrary.org/obo/EUPATH_0015268,AquaGuard,F5_BRD_AQUAGU,"If chlorine is the method of water treatment in Q10, check the brand that you observed. AquaGuard",0
http://purl.obolibrary.org/obo/EUPATH_0015267,Aquatabs,F5_BRD_AQUATAB,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Aquatab",0
http://purl.obolibrary.org/obo/EUPATH_0015266,Certeza,F5_BRD_CERTEZA,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Certeza",0
http://purl.obolibrary.org/obo/EUPATH_0015273,Not applicable (none observed),F5_BRD_NA,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Not applicable (none observed)",0
http://purl.obolibrary.org/obo/EUPATH_0015274,Other brand,F5_BRD_OTHER,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Other",0
http://purl.obolibrary.org/obo/EUPATH_0015271,PuR,F5_BRD_PUR,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Pur",0
http://purl.obolibrary.org/obo/EUPATH_0015272,Brand unknown,F5_BRD_UNKNOWN,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Unknown",0
http://purl.obolibrary.org/obo/EUPATH_0015269,WaterGuard,F5_BRD_WTRGUARD,"If chlorine is the method of water treatment in Q10, check the brand that you observed. WaterGuard",0
http://purl.obolibrary.org/obo/EUPATH_0015270,Watermaker,F5_BRD_WTRMAKE,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Watermaker",0
http://purl.obolibrary.org/obo/EUPATH_0000722,Child waste disposal,F5_CHILD_FECES | F7_DISP_FECES | F4A_DISP_FECES,Please show me where you usually dispose of the feces of your child? | How do you usually dispose of Childs feces?,0 | 1
http://purl.obolibrary.org/obo/EUPATH_0010066,Health at 60 day follow-up visit,F5_CHILD_HEALTH,How is Childs health since the last study visit?,
http://purl.obolibrary.org/obo/EUPATH_0010111,Chlorine test result,F5_CHLR_WATER,"If chlorine is the method of water treatment in Q10, record the chlorine test result:",
http://purl.obolibrary.org/obo/EUPATH_0000150,Death date,F5_DATE_DEATH | F4B_DATE_DEATH,"If child died, what is the date of death? | If the child died, what was the date of death?",Date | Char
http://purl.obolibrary.org/obo/EUPATH_0015234,Malaria,F5_DIAG_MAL,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Malaria",0
http://purl.obolibrary.org/obo/EUPATH_0015236,Meningitis,F5_DIAG_MENG,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Meningitis",0
http://purl.obolibrary.org/obo/EUPATH_0015237,Other diagnosis,F5_DIAG_OTHR,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Other",0
http://purl.obolibrary.org/obo/EUPATH_0015235,Pneumonia,F5_DIAG_PNE,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Pneumonia",0
http://purl.obolibrary.org/obo/EUPATH_0015233,Typhoid,F5_DIAG_TYP,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Typhoid",0
http://purl.obolibrary.org/obo/EUPATH_0010068,Health facility code,F5_DIED_FACILITY,"If child died in health facility, health facility 3-digit code?",Num
http://purl.obolibrary.org/obo/EUPATH_0015246,Arthritis,F5_EXP_ARTHRITIS,"Since the last study visit, has child experienced any of the following: Arthritis [Swollen, painful joins]",
http://purl.obolibrary.org/obo/EUPATH_0015245,Convulsions,F5_EXP_CONVUL,"Since the last study visit, has child experienced any of the following: Convulsions",
http://purl.obolibrary.org/obo/EUPATH_0015240,Cough with difficult breathing,F5_EXP_COU,Since the last study visit has Child experienced any of the following illnesses: Cough with difficult breathing,0
http://purl.obolibrary.org/obo/EUPATH_0015249,Health facility for cough,F5_EXP_COU_VISIT,"Since the last study visit if Child has experience illness, did they visit a health facility?",0
http://purl.obolibrary.org/obo/EUPATH_0015238,Diarrhea,F5_EXP_DRH,Since the last study visit has Child experienced any of the following illnesses: Diarrhea?,0
http://purl.obolibrary.org/obo/EUPATH_0015247,Health facility for diarrhea,F5_EXP_DRH_VISIT,"Since the last study visit if Child has experience illness, did they visit a health facility?",0
http://purl.obolibrary.org/obo/EUPATH_0015239,Dysentery,F5_EXP_DYS,Since the last study visit has Child experienced any of the following illnesses: Dysentery?,0
http://purl.obolibrary.org/obo/EUPATH_0015248,Health facility for dysentery,F5_EXP_DYS_VISIT,"Since the last study visit if Child has experience illness, did they visit a health facility?",0
http://purl.obolibrary.org/obo/HP_0001945,Fever,F5_EXP_FEVER,Since the last study visit has Child experienced any of the following illnesses: Fever with unknown origin,0
http://purl.obolibrary.org/obo/EUPATH_0015250,Health facility for fever,F5_EXP_FEVER_VISIT,"Since the last study visit if Child has experience illness, did they visit a health facility?",0
http://purl.obolibrary.org/obo/EUPATH_0015242,Other illness,F5_EXP_OTHR2 | F5_EXP_OTHR,Since the last study visit has Child experienced any of the following illnesses: Other?,0
http://purl.obolibrary.org/obo/EUPATH_0015251,Health facility for other,F5_EXP_OTHR2_VISIT | F5_EXP_OTHR_VISIT,"Since the last study visit if Child has experience illness, did they visit a health facility?",0
http://purl.obolibrary.org/obo/EUPATH_0015244,Rectal prolapse,F5_EXP_RECTAL,"Since the last study visit, has child experienced any of the following: Rectal prolapse",
http://purl.obolibrary.org/obo/EUPATH_0010069,Health facility name,F5_FACILITY_SPEC,"If child died in health facility, specify.",Char
http://purl.obolibrary.org/obo/EUPATH_0010116,Visible feces elsewhere in house or yard,F5_FECES_ELSE,Were visible feces observed elsewhere in house or yard?,0
http://purl.obolibrary.org/obo/EUPATH_0010115,Visible feces in defecation area,F5_FECES_VISIBLE,Were there visible feces observed in defecation area?,0
http://purl.obolibrary.org/obo/EUPATH_0015710,Length- or height-for-age z-score,F5_HAZ | F4B_HAZ | F7_HAZ,Physical findings: Length/height-for-age z-score,Num
http://purl.obolibrary.org/obo/EUPATH_0010078,Mean height (cm),F5_HEIGHT | F4B_HEIGHT | F7_HEIGHT,Physical findings: Calculated mean height,Num
http://purl.obolibrary.org/obo/EUPATH_0010101,Observed drinking water containers,F5_MAIN_CONT,Observed container(s) in use in the home?,0
http://purl.obolibrary.org/obo/EUPATH_0010104,Drinking water containers covered,F5_MAIN_CONTAINCOV,Are containers covered?,0
http://purl.obolibrary.org/obo/EUPATH_0010102,Drinking water container,F5_MAIN_TYPE,Main Type of Container Observed,0
http://purl.obolibrary.org/obo/EUPATH_0010093,"BMI, using median length or height",F5_MED_BMI | F4B_Last_med_BMI | F7_MED_BMI | F4B_REHYD_MED_BMI | F4B_OUT_MED_BMI | F4B_MED_BMI | F4B_FIND_MED_BMI,Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Physical findings: Calculated BMI=weight / squared(_CLENHEI) (median ht) | Outcome if addl Rehyd Need: After Rehyd Calculated BMI=weight / squared(_CLENHEI) | Last calculated BMI (median height) | Outcome 4hrs After Rehyd: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num
http://purl.obolibrary.org/obo/EUPATH_0015124,"Height-for-age z-score below -6 or above 6, using median length or height",F5_MED_HAZ_F | F4B_MED_HAZ_F | F7_MED_HAZ_F,Physical findings: Flag for _HAZ<-6 or _HAZ>6 (median ht),0
http://purl.obolibrary.org/obo/EUPATH_0010062,Reason follow-up interview not conducted,F5_NOT_CONDUCT,"If """"Not conducted"""", what was the reason?",0
http://purl.obolibrary.org/obo/EUPATH_0010067,Place of death,F5_PLACE_DEATH,"If child died, what was the place of death?",0
http://purl.obolibrary.org/obo/EUPATH_0010064,"Interviewee relationship to participant, 60 day follow-up",F5_RELATION,What is your relationship to the Child?,1
http://purl.obolibrary.org/obo/EUPATH_0010097,"Respiratory rate (breaths/min), 2nd",F5_RESP2 | F4B_RESP2 | F7_RESP2,Physical findings:  1e. Respiratory rate per minute 2nd,Num
http://purl.obolibrary.org/obo/EUPATH_0015120,Skin has 'flaky paint' appearance,F5_SKIN_FLAKY | F4B_SKIN_FLAKY | F7_SKIN_FLAKY,Physical findings: Skin has 'flaky paint' appearance,0
http://purl.obolibrary.org/obo/EUPATH_0010061,60 day follow-up conducted,F5_STATUS,What was the outcome of the follow-up interview?,0
http://purl.obolibrary.org/obo/EUPATH_0010108,Drinking water treatment,F5_TREAT_WATER | F7_TRT_WATER | F4A_TRT_WATER,Do you usually treat your drinking water at home? | Do you usually treat drinking water at home?,0
http://purl.obolibrary.org/obo/EUPATH_0015263,Alum observed,F5_TRTOBS_ALUM,Materials observed for method reported: Alum observed,0
http://purl.obolibrary.org/obo/EUPATH_0015259,Boiling materials observed,F5_TRTOBS_BOIL,Materials observed for method reported: Observed boiling,0
http://purl.obolibrary.org/obo/EUPATH_0015264,Other chemical observed,F5_TRTOBS_CHEM,Materials observed for method reported: Chemical observed,0
http://purl.obolibrary.org/obo/EUPATH_0015262,Chlorine observed,F5_TRTOBS_CHLR,Materials observed for method reported: Tablet/liquid/powder observed,0
http://purl.obolibrary.org/obo/EUPATH_0015261,Ceramic or other filter observed,F5_TRTOBS_CRMC,Materials observed for method reported: Filter observed,0
http://purl.obolibrary.org/obo/EUPATH_0015260,Filter cloth observed,F5_TRTOBS_FILTER,Materials observed for method reported: Cloth Observed,0
http://purl.obolibrary.org/obo/EUPATH_0015265,Other method observed,F5_TRTOBS_OTHR,Materials observed for method reported: Other observed,0
http://purl.obolibrary.org/obo/EUPATH_0015258,Sun treatment materials observed,F5_TRTOBS_SUN,Materials observed for method reported: 10-20 1-2L bottles on roof in sun,0
http://purl.obolibrary.org/obo/EUPATH_0015119,Undernutrition,F5_UNDER_NUTR | F7_UNDER_NUTR | F4B_UNDER_NUTR,Physical findings: Undernutrition: wasted/very thin,0
http://purl.obolibrary.org/obo/EUPATH_0015280,Ash,F5_WASH_ASH,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Ash",0
http://purl.obolibrary.org/obo/EUPATH_0015278,Basin,F5_WASH_BASIN,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Basin",0
http://purl.obolibrary.org/obo/EUPATH_0015276,Non-piped water source without tap,F5_WASH_NOPTAP,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source without tap",0
http://purl.obolibrary.org/obo/EUPATH_0015275,Piped water source,F5_WASH_PIPED,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Piped water source",0
http://purl.obolibrary.org/obo/EUPATH_0015279,Soap,F5_WASH_SOAP,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Soap",0
http://purl.obolibrary.org/obo/EUPATH_0015277,Non-piped water source with tap,F5_WASH_TAP,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source with tap",0
http://purl.obolibrary.org/obo/EUPATH_0010112,Hand washing location,F5_WASH_WHERE,Where do you usually wash your hadns?,0
http://purl.obolibrary.org/obo/EUPATH_0010106,Scoop with cup,F5_WATER_CUP,How is water removed from container? Scoop with cup,0
http://purl.obolibrary.org/obo/EUPATH_0010107,Scoop with ladle,F5_WATER_LADLE,How is water removed from container? Scoop with ladle,0
http://purl.obolibrary.org/obo/EUPATH_0010105,Pour (spigot or spout),F5_WATER_POUR,How is water removed from container? Pour (spigot or spout)?,0
http://purl.obolibrary.org/obo/EUPATH_0015123,Weight-for-length or -height z-score below -5 or above 5,F5_WHZ_F | F4B_WHZ_F | F4B_OUT_WHZ_F | F4B_Last_WHZ_F | F4B_FIND_WHZ_F | F7_WHZ_F | F4B_REHYD_WHZ_F,Physical findings: Flag for _WHZ<-5 or _WHZ>5 | Last Flag ZWFL <-5 ZWFL>5 | Outcome 4hrs After Rehyd: Flag for _WHZ<-5 or _WHZ>5 | Outcome if addl Rehyd Need: After Rehyd Flag for WHZ<-5 or WHZ>5 | Outcome when Leaving Hosp/Health Center: After Rehyd Flag for WHZ<-5 or WHZ>5,0
http://purl.obolibrary.org/obo/EUPATH_0010071,Caregiver weight (kg),F5_WT_CARE | F7_WT_CARE | F4B_FIND_WT_CARE | F4B_WT_CARE | F4B_REHYD_WT_CARE | F4B_OUT_WT_CARE,Physical findings: Weight 0-23 months Caregiver alone | Outcome if addl Rehyd Need: After Rehyd Weight of Caregiver | Outcome 4hrs After Rehyd: Weight after 4 hrs caregiver alone | Outcome when Leaving Hosp/Health Center:  Weight of Caregiver,Num
http://purl.obolibrary.org/obo/EUPATH_0015400,Age (months),F6_AGE,Controls Information: Age,Num
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,F6_BIRTH_DATE | F3_CHILDBIRTH,Controls Information: Birthdate | Child's Birthdate,Date
http://purl.obolibrary.org/obo/EUPATH_0010120,"Age, matched case (months)",F6_CASE_AGE,Index Case: Age of Index Case,Num
http://purl.obolibrary.org/obo/EUPATH_0010406,"Birth date, matched case",F6_CASE_DOB,Index Case: Birthdate of Index Case,Date
http://purl.obolibrary.org/obo/EUPATH_0010042,"Enrollment date, matched case",F6_CASE_ENROLL,Index Case: Date of enrollment of index case,Date
http://purl.obolibrary.org/obo/EUPATH_0010405,"Sex, matched case",F6_CASE_GENDER,Index Case: Gender of Index Case,0
http://purl.obolibrary.org/obo/EUPATH_0000725,Participant ID for matched case,F6_CASE_ID | F7_CASE_ID,Index Case ID | Index Case: Case ID Number of index case,Num
http://purl.obolibrary.org/obo/EUPATH_0010119,Control eligibility check date,F6_DATE,Eligibility for Controls Visit Date,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,F6_GENDER | F2_GENDER | F3_GENDER,Gender? | Controls Information: Child's gender,0
http://purl.obolibrary.org/obo/EUPATH_0015030,Fowl,F7_ANI_FOWL | F4A_ANI_FOWL,"Do the following animals live in the compound where Child lives? Fowl (Chicken, duck or other birds)?",0
http://purl.obolibrary.org/obo/EUPATH_0015024,Goat,F7_ANI_GOAT | F4A_ANI_GOAT,Do the following animals live in the compound where Child lives? Goat?,0
http://purl.obolibrary.org/obo/EUPATH_0015032,No animals,F7_ANI_NO | F4A_ANI_NO,Do the following animals live in the compound where Child lives? No Animals?,0
http://purl.obolibrary.org/obo/EUPATH_0015031,Other,F7_ANI_OTHER | F4A_ANI_OTHER,Do the following animals live in the compound where Child lives? Other?,0
http://purl.obolibrary.org/obo/EUPATH_0015184,Blood in stools during last 7 days,F7_BLOOD,During the last 7 das did Child have any of the following? Blood?,0
http://purl.obolibrary.org/obo/EUPATH_0000662,BMI-for-age z-score,F7_BMIZ | F4B_Last_BMIZ | F4B_FIND_BMIZ | F4B_REHYD_BMIZ | F4B_BMIZ | F5_BMIZ | F4B_OUT_BMIZ,Last BMI-for-Age Z-Score | Outcome if addl Rehyd Need: After Rehyd Calculated BMI for Age Z-score | Physical findings: BMI-for-age z-score | Outcome when Leaving Hosp/Health Center: After Rehyd Calculated BMI for Age Z-score | Outcome 4hrs After Rehyd: BMI-for-age z-score,Num
http://purl.obolibrary.org/obo/EUPATH_0010371,Breastfed,F7_BREASTFED,Is Child currently breastfed?,0
http://purl.obolibrary.org/obo/EUPATH_0010153,Currently receiving medication,F7_CUR_MED,Is the child currently receiving any medicine?,0
http://purl.obolibrary.org/obo/EUPATH_0000676,Father's residence,F7_DAD_LIVE | F4A_DAD_LIVE,Where does Child's father live?,1
http://purl.obolibrary.org/obo/EUPATH_0000335,Human waste facilities,F7_FAC_WASTE | F5_HOUSE_FECES | F4A_FAC_WASTE,Please show me the facility your household most commonly use to dispose of human fecal waste? | What kind of facility does your household most commonly use to dispose of human fecal waste?,0 | 1
http://purl.obolibrary.org/obo/EUPATH_0015185,Fever during last 7 days,F7_FEVER,During the last 7 das did Child have any of the following? Fever measured at least 38C or parental perception,0
http://purl.obolibrary.org/obo/EUPATH_0015019,Charcoal,F7_FUEL_CHARCOAL | F4A_FUEL_CHARCOAL,What type of cooking fuel does your house use? Charcoal?,0
http://purl.obolibrary.org/obo/EUPATH_0015016,Coal or lignite,F7_FUEL_COAL | F4A_FUEL_COAL,What type of cooking fuel does your house use? Coal/lignite? | What type of cooking fuel does your house use? Coal?,0
http://purl.obolibrary.org/obo/EUPATH_0015020,Agricultural crop residue,F7_FUEL_CROP | F4A_FUEL_CROP,What type of cooking fuel does your house use? Agricultural crop residue?,0
http://purl.obolibrary.org/obo/EUPATH_0015017,Animal dung,F7_FUEL_DUNG | F4A_FUEL_DUNG,What type of cooking fuel does your house use? Animal dung?,0
http://purl.obolibrary.org/obo/EUPATH_0015015,Liquid propane gas,F7_FUEL_PROPANE | F4A_FUEL_PROPANE,What type of cooking fuel does your house use? Liquid Propane Gas?,0
http://purl.obolibrary.org/obo/EUPATH_0015022,Wood,F7_FUEL_WOOD | F4A_FUEL_WOOD,What type of cooking fuel does your house use? Wood?,0
http://purl.obolibrary.org/obo/EUPATH_0015122,Height-for-age z-score below -6 or above 6,F7_HAZ_F | F5_HAZ_F | F4B_HAZ_F,Physical findings: Flag for _HAZ<-6 or _HAZ>6,0
http://purl.obolibrary.org/obo/EUPATH_0015001,Bicycle or rickshaw,F7_HOUSE_BIKE | F4A_HOUSE_BIKE,Does your household have a bicycle/rickshaw?,0
http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,F7_HOUSE_CAR | F4A_HOUSE_CAR,Does your household have a Car/Truck?,0
http://purl.obolibrary.org/obo/EUPATH_0000166,Animal-drawn cart,F7_HOUSE_CART | F4A_HOUSE_CART,Does your household have a Animal-drawn cart?,0
http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,F7_HOUSE_ELEC | F4A_HOUSE_ELEC,Does your household have Electricity?,0
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,F7_HOUSE_FRIDGE | F4A_HOUSE_FRIDGE,Does your household have a refrigerator? | Does your household have a Refrigerator?,0
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,F7_HOUSE_RADIO | F4A_HOUSE_RADIO,Does your household have a radio?,0
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,F7_HOUSE_SCOOT | F4A_HOUSE_SCOOT,Does your household have a Motorcycle/Scooter?,0
